Employee_ID,Agency,Job_Grade,Employment_Type,Hire_Date,Gender,Age_Group
EMP01234,Customer Service,Mid,Temporary,2022-12-26,Non-binary,36-45
EMP01235,Finance,Senior,Temporary,2021-12-04,Female,56+
EMP01236,HR,Junior,Full-time,2022-08-06,Non-binary,26-35
EMP01237,Operations,Mid,Full-time,2021-02-26,Male,26-35
EMP01238,IT,Manager,Contract,2021-07-02,Male,18-25
EMP01239,HR,Mid,Full-time,2021-08-02,Non-binary,46-55
EMP01240,HR,Junior,Full-time,2022-11-01,Female,36-45
EMP01241,HR,Mid,Full-time,2021-11-14,Female,36-45
EMP01242,Customer Service,Manager,Full-time,2022-05-17,Non-binary,36-45
EMP01243,Legal,Lead,Full-time,2021-04-03,Female,36-45
EMP01244,Finance,Mid,Temporary,2021-04-06,Non-binary,26-35
EMP01245,HR,Manager,Full-time,2022-12-04,Non-binary,36-45
EMP01246,Customer Service,Mid,Contract,2021-10-25,Female,26-35
EMP01247,Marketing,Lead,Full-time,2021-05-11,Female,36-45
EMP01248,Operations,Manager,Full-time,2022-07-19,Non-binary,26-35
EMP01249,Customer Service,Senior,Full-time,2021-04-07,Female,26-35
EMP01250,Operations,Lead,Full-time,2022-08-23,Non-binary,36-45
EMP01251,HR,Lead,Full-time,2021-07-03,Female,46-55
EMP01252,Sales,Senior,Full-time,2021-11-01,Non-binary,26-35
EMP01253,Sales,Manager,Contract,2021-09-29,Male,26-35
EMP01254,Marketing,Manager,Full-time,2021-03-22,Non-binary,18-25
EMP01255,Operations,Junior,Full-time,2022-02-09,Female,36-45
EMP01256,Customer Service,Mid,Part-time,2022-11-05,Non-binary,26-35
EMP01257,Legal,Lead,Full-time,2022-11-21,Male,18-25
EMP01258,Finance,Senior,Full-time,2021-04-25,Male,26-35
EMP01259,HR,Senior,Full-time,2022-10-27,Non-binary,46-55
EMP01260,IT,Junior,Part-time,2022-07-06,Male,26-35
EMP01261,Operations,Junior,Full-time,2021-01-23,Non-binary,26-35
EMP01262,Customer Service,Junior,Full-time,2022-05-12,Male,26-35
EMP01263,Legal,Junior,Full-time,2022-08-07,Non-binary,46-55
EMP01264,Legal,Lead,Part-time,2022-03-19,Non-binary,36-45
EMP01265,Finance,Mid,Full-time,2021-10-25,Non-binary,36-45
EMP01266,Customer Service,Junior,Full-time,2022-11-26,Male,26-35
EMP01267,Operations,Junior,Full-time,2021-11-20,Female,18-25
EMP01268,Sales,Mid,Full-time,2022-09-30,Male,26-35
EMP01269,Customer Service,Mid,Full-time,2021-07-16,Male,36-45
EMP01270,Sales,Manager,Contract,2022-12-03,Non-binary,36-45
EMP01271,Marketing,Senior,Full-time,2021-05-15,Female,46-55
EMP01272,Sales,Lead,Part-time,2022-11-21,Male,36-45
EMP01273,Operations,Senior,Full-time,2021-10-17,Male,26-35
EMP01274,Operations,Lead,Contract,2022-05-19,Female,26-35
EMP01275,Finance,Director,Full-time,2021-08-03,Female,26-35
EMP01276,HR,Lead,Contract,2021-06-12,Male,46-55
EMP01277,Legal,Junior,Full-time,2021-12-12,Non-binary,26-35
EMP01278,Sales,Lead,Part-time,2021-09-22,Non-binary,26-35
EMP01279,Operations,Senior,Contract,2021-06-04,Female,46-55
EMP01280,Operations,Lead,Full-time,2021-04-24,Male,46-55
EMP01281,Operations,Junior,Full-time,2021-02-12,Male,56+
EMP01282,Marketing,Senior,Part-time,2021-06-10,Female,36-45
EMP01283,HR,Senior,Full-time,2021-04-12,Male,18-25
EMP01284,Customer Service,Manager,Part-time,2021-07-26,Male,26-35
EMP01285,Sales,Junior,Full-time,2022-05-01,Female,26-35
EMP01286,Sales,Senior,Full-time,2022-03-01,Non-binary,26-35
EMP01287,HR,Lead,Full-time,2021-08-22,Female,46-55
EMP01288,Sales,Manager,Full-time,2022-06-13,Male,36-45
EMP01289,Operations,Junior,Full-time,2022-06-14,Male,26-35
EMP01290,Finance,Senior,Full-time,2022-02-07,Non-binary,18-25
EMP01291,Marketing,Mid,Contract,2022-10-09,Non-binary,36-45
EMP01292,Sales,Manager,Full-time,2021-11-08,Female,56+
EMP01293,HR,Senior,Full-time,2022-09-18,Male,46-55
EMP01294,Customer Service,Senior,Contract,2022-10-02,Non-binary,26-35
EMP01295,Marketing,Junior,Full-time,2021-07-22,Female,36-45
EMP01296,Marketing,Junior,Full-time,2021-05-10,Female,36-45
EMP01297,HR,Junior,Contract,2022-10-13,Non-binary,36-45
EMP01298,Marketing,Senior,Temporary,2021-09-05,Male,36-45
EMP01299,Marketing,Senior,Full-time,2022-01-17,Male,46-55
EMP01300,Customer Service,Junior,Part-time,2021-05-08,Female,26-35
EMP01301,IT,Mid,Full-time,2021-08-30,Non-binary,36-45
EMP01302,Legal,Mid,Full-time,2021-05-24,Female,36-45
EMP01303,Sales,Mid,Full-time,2021-07-17,Female,46-55
EMP01304,Operations,Junior,Contract,2021-03-25,Female,26-35
EMP01305,Sales,Senior,Full-time,2021-03-21,Non-binary,36-45
EMP01306,Marketing,Senior,Full-time,2022-02-09,Female,36-45
EMP01307,Legal,Lead,Full-time,2022-05-17,Male,26-35
EMP01308,HR,Manager,Full-time,2022-04-14,Non-binary,18-25
EMP01309,Customer Service,Mid,Part-time,2021-08-06,Non-binary,26-35
EMP01310,Legal,Junior,Full-time,2021-05-02,Female,18-25
EMP01311,Operations,Mid,Temporary,2021-06-06,Female,26-35
EMP01312,HR,Junior,Full-time,2021-01-29,Male,56+
EMP01313,Marketing,Junior,Part-time,2021-11-09,Female,18-25
EMP01314,Sales,Junior,Full-time,2022-07-15,Female,36-45
EMP01315,Customer Service,Manager,Part-time,2022-08-03,Female,46-55
EMP01316,HR,Lead,Full-time,2022-09-13,Female,46-55
EMP01317,Customer Service,Junior,Part-time,2022-11-15,Male,46-55
EMP01318,Legal,Mid,Contract,2022-11-12,Female,36-45
EMP01319,Customer Service,Senior,Full-time,2022-11-18,Male,36-45
EMP01320,Marketing,Senior,Full-time,2022-08-09,Non-binary,18-25
EMP01321,Finance,Manager,Full-time,2022-09-26,Female,36-45
EMP01322,Operations,Senior,Full-time,2021-01-20,Male,26-35
EMP01323,IT,Lead,Part-time,2021-07-30,Non-binary,26-35
EMP01324,Sales,Mid,Full-time,2022-07-01,Male,26-35
EMP01325,Legal,Junior,Full-time,2021-07-04,Female,26-35
EMP01326,Operations,Mid,Full-time,2021-04-28,Male,26-35
EMP01327,HR,Mid,Full-time,2021-04-02,Male,18-25
EMP01328,HR,Junior,Full-time,2021-11-30,Female,18-25
EMP01329,Legal,Manager,Full-time,2021-05-26,Male,18-25
EMP01330,IT,Mid,Part-time,2021-09-03,Female,56+
EMP01331,Finance,Mid,Full-time,2021-10-03,Male,26-35
EMP01332,IT,Manager,Full-time,2022-02-22,Non-binary,56+
EMP01333,Operations,Junior,Full-time,2022-11-23,Male,26-35
EMP01334,Customer Service,Junior,Full-time,2022-02-21,Male,46-55
EMP01335,Sales,Mid,Full-time,2021-05-26,Male,36-45
EMP01336,Customer Service,Junior,Part-time,2022-03-10,Non-binary,26-35
EMP01337,Finance,Junior,Contract,2021-06-21,Female,36-45
EMP01338,Legal,Director,Part-time,2022-11-28,Male,36-45
EMP01339,Marketing,Junior,Part-time,2022-06-07,Non-binary,18-25
EMP01340,Legal,Senior,Part-time,2021-04-02,Non-binary,36-45
EMP01341,Legal,Junior,Full-time,2021-10-14,Female,46-55
EMP01342,Marketing,Director,Part-time,2021-12-17,Female,26-35
EMP01343,Sales,Junior,Temporary,2021-11-26,Female,18-25
EMP01344,HR,Senior,Full-time,2022-12-10,Female,18-25
EMP01345,HR,Mid,Contract,2021-01-10,Non-binary,26-35
EMP01346,Operations,Lead,Full-time,2022-02-07,Male,36-45
EMP01347,Customer Service,Senior,Full-time,2022-11-19,Female,46-55
EMP01348,Legal,Junior,Part-time,2022-01-02,Non-binary,56+
EMP01349,Customer Service,Mid,Full-time,2021-05-08,Male,26-35
EMP01350,Marketing,Senior,Part-time,2021-01-21,Male,18-25
EMP01351,Marketing,Lead,Full-time,2022-09-21,Female,56+
EMP01352,Marketing,Mid,Part-time,2021-02-07,Non-binary,26-35
EMP01353,Legal,Junior,Full-time,2021-07-20,Non-binary,26-35
EMP01354,IT,Senior,Full-time,2022-07-20,Non-binary,36-45
EMP01355,Operations,Senior,Part-time,2021-06-29,Male,26-35
EMP01356,IT,Manager,Part-time,2022-08-07,Female,26-35
EMP01357,Finance,Director,Full-time,2022-11-26,Non-binary,36-45
EMP01358,Customer Service,Junior,Full-time,2022-11-29,Non-binary,56+
EMP01359,Sales,Mid,Temporary,2021-02-23,Female,18-25
EMP01360,Customer Service,Mid,Full-time,2022-06-15,Male,46-55
EMP01361,Finance,Junior,Full-time,2021-08-18,Female,26-35
EMP01362,IT,Mid,Contract,2022-02-06,Male,56+
EMP01363,Legal,Manager,Contract,2021-08-20,Male,26-35
EMP01364,Operations,Senior,Full-time,2021-11-15,Female,26-35
EMP01365,Sales,Lead,Full-time,2021-01-25,Female,26-35
EMP01366,Finance,Lead,Full-time,2021-12-15,Male,56+
EMP01367,Customer Service,Lead,Full-time,2022-09-07,Non-binary,18-25
EMP01368,Finance,Mid,Contract,2021-03-04,Non-binary,18-25
EMP01369,Finance,Manager,Full-time,2021-05-11,Female,36-45
EMP01370,Operations,Junior,Full-time,2022-03-19,Male,26-35
EMP01371,Legal,Junior,Part-time,2022-01-26,Male,46-55
EMP01372,Finance,Mid,Full-time,2022-11-07,Female,46-55
EMP01373,Operations,Mid,Contract,2022-09-27,Male,26-35
EMP01374,IT,Junior,Full-time,2021-12-03,Non-binary,18-25
EMP01375,HR,Senior,Full-time,2021-07-18,Female,26-35
EMP01376,Customer Service,Junior,Full-time,2022-09-28,Male,18-25
EMP01377,Legal,Mid,Full-time,2021-11-16,Female,26-35
EMP01378,HR,Junior,Full-time,2022-07-09,Female,26-35
EMP01379,HR,Junior,Full-time,2021-01-09,Non-binary,46-55
EMP01380,Sales,Junior,Full-time,2022-03-09,Male,46-55
EMP01381,IT,Senior,Full-time,2021-12-16,Female,36-45
EMP01382,Sales,Senior,Full-time,2021-12-06,Male,18-25
EMP01383,Customer Service,Junior,Full-time,2021-02-13,Male,36-45
EMP01384,IT,Junior,Part-time,2022-04-23,Female,46-55
EMP01385,IT,Mid,Part-time,2022-01-20,Male,26-35
EMP01386,Sales,Junior,Full-time,2021-03-17,Female,26-35
EMP01387,Sales,Junior,Full-time,2022-10-09,Male,26-35
EMP01388,Marketing,Senior,Full-time,2021-08-13,Non-binary,26-35
EMP01389,Finance,Junior,Full-time,2021-07-20,Male,18-25
EMP01390,HR,Mid,Part-time,2022-11-25,Male,26-35
EMP01391,Marketing,Mid,Full-time,2021-08-04,Female,36-45
EMP01392,Legal,Manager,Full-time,2022-06-24,Male,46-55
EMP01393,IT,Junior,Full-time,2021-05-14,Female,26-35
EMP01394,IT,Manager,Part-time,2022-03-16,Non-binary,26-35
EMP01395,Marketing,Lead,Full-time,2022-07-03,Male,36-45
EMP01396,HR,Lead,Temporary,2021-10-14,Female,26-35
EMP01397,Customer Service,Lead,Full-time,2021-03-25,Male,36-45
EMP01398,Sales,Mid,Full-time,2022-10-23,Female,36-45
EMP01399,Customer Service,Senior,Full-time,2022-06-23,Female,36-45
EMP01400,Finance,Junior,Contract,2022-10-16,Female,46-55
EMP01401,IT,Mid,Contract,2022-02-10,Non-binary,26-35
EMP01402,Marketing,Senior,Full-time,2022-01-19,Male,26-35
EMP01403,Sales,Junior,Full-time,2022-06-16,Non-binary,36-45
EMP01404,Customer Service,Mid,Full-time,2022-03-13,Female,26-35
EMP01405,Finance,Junior,Full-time,2022-01-27,Non-binary,18-25
EMP01406,Marketing,Lead,Full-time,2021-03-26,Non-binary,18-25
EMP01407,IT,Junior,Full-time,2021-10-11,Male,36-45
EMP01408,IT,Senior,Full-time,2021-12-08,Non-binary,46-55
EMP01409,Marketing,Junior,Full-time,2022-12-01,Male,56+
EMP01410,Marketing,Junior,Full-time,2022-07-11,Female,46-55
EMP01411,Legal,Lead,Part-time,2022-02-18,Male,26-35
EMP01412,HR,Lead,Full-time,2022-06-09,Non-binary,36-45
EMP01413,IT,Mid,Part-time,2022-05-01,Female,36-45
EMP01414,Sales,Lead,Full-time,2022-04-18,Male,26-35
EMP01415,Legal,Junior,Full-time,2022-12-16,Non-binary,18-25
EMP01416,HR,Mid,Part-time,2021-05-23,Female,46-55
EMP01417,Sales,Junior,Full-time,2021-12-30,Female,46-55
EMP01418,Marketing,Mid,Full-time,2022-12-09,Male,56+
EMP01419,Sales,Senior,Part-time,2021-06-07,Non-binary,36-45
EMP01420,Legal,Junior,Full-time,2022-02-05,Non-binary,26-35
EMP01421,Operations,Mid,Temporary,2022-05-02,Non-binary,46-55
EMP01422,HR,Junior,Full-time,2021-04-06,Male,46-55
EMP01423,Customer Service,Junior,Full-time,2022-09-10,Female,26-35
EMP01424,Marketing,Senior,Full-time,2021-08-27,Male,26-35
EMP01425,HR,Mid,Contract,2021-01-12,Female,26-35
EMP01426,HR,Mid,Full-time,2021-04-24,Male,26-35
EMP01427,HR,Manager,Full-time,2021-07-31,Non-binary,36-45
EMP01428,Marketing,Senior,Full-time,2021-06-12,Non-binary,26-35
EMP01429,Finance,Director,Full-time,2021-07-26,Female,36-45
EMP01430,Sales,Manager,Contract,2021-09-10,Female,26-35
EMP01431,Operations,Junior,Contract,2021-02-10,Female,26-35
EMP01432,Marketing,Mid,Part-time,2022-12-30,Male,26-35
EMP01433,Legal,Mid,Contract,2021-07-03,Male,36-45
EMP01434,Legal,Senior,Full-time,2021-04-08,Male,26-35
EMP01435,Marketing,Senior,Full-time,2022-10-06,Non-binary,36-45
EMP01436,Customer Service,Mid,Part-time,2021-08-11,Male,56+
EMP01437,Operations,Mid,Part-time,2021-03-20,Female,26-35
EMP01438,IT,Mid,Full-time,2021-09-16,Male,36-45
EMP01439,Customer Service,Mid,Part-time,2022-11-23,Male,26-35
EMP01440,Marketing,Junior,Contract,2021-01-11,Female,36-45
EMP01441,Customer Service,Mid,Full-time,2022-04-21,Non-binary,26-35
EMP01442,HR,Mid,Full-time,2022-03-25,Male,26-35
EMP01443,Operations,Junior,Full-time,2021-01-19,Non-binary,26-35
EMP01444,Finance,Senior,Full-time,2021-03-21,Female,26-35
EMP01445,IT,Mid,Full-time,2021-02-05,Non-binary,46-55
EMP01446,Operations,Mid,Full-time,2022-10-19,Male,36-45
EMP01447,Legal,Lead,Contract,2021-02-19,Female,56+
EMP01448,Operations,Junior,Full-time,2021-07-24,Male,26-35
EMP01449,Operations,Junior,Contract,2021-07-16,Non-binary,26-35
EMP01450,Finance,Mid,Full-time,2021-06-21,Female,26-35
EMP01451,IT,Senior,Contract,2022-10-04,Female,56+
EMP01452,IT,Junior,Full-time,2021-05-04,Male,18-25
EMP01453,Sales,Junior,Full-time,2022-11-01,Male,18-25
EMP01454,Sales,Junior,Contract,2021-10-13,Female,26-35
EMP01455,Customer Service,Director,Full-time,2022-09-06,Non-binary,46-55
EMP01456,HR,Junior,Full-time,2022-08-06,Female,56+
EMP01457,Legal,Senior,Temporary,2022-12-15,Non-binary,18-25
EMP01458,Sales,Director,Full-time,2021-06-29,Male,26-35
EMP01459,Customer Service,Mid,Full-time,2022-09-16,Male,36-45
EMP01460,Finance,Junior,Full-time,2022-12-23,Male,26-35
EMP01461,IT,Senior,Full-time,2022-03-15,Female,26-35
EMP01462,HR,Mid,Full-time,2021-07-26,Male,56+
EMP01463,Customer Service,Senior,Full-time,2022-09-05,Female,26-35
EMP01464,Legal,Senior,Full-time,2021-02-10,Male,26-35
EMP01465,Sales,Junior,Full-time,2021-12-06,Non-binary,56+
EMP01466,IT,Senior,Full-time,2022-12-05,Female,26-35
EMP01467,Finance,Junior,Full-time,2022-10-07,Male,18-25
EMP01468,IT,Junior,Full-time,2021-05-25,Non-binary,46-55
EMP01469,IT,Mid,Full-time,2021-07-29,Female,26-35
EMP01470,IT,Mid,Full-time,2021-07-22,Female,26-35
EMP01471,IT,Junior,Part-time,2022-04-05,Male,56+
EMP01472,Legal,Mid,Full-time,2022-01-04,Female,36-45
EMP01473,HR,Lead,Part-time,2022-03-20,Male,46-55
EMP01474,Operations,Lead,Contract,2022-03-14,Non-binary,36-45
EMP01475,HR,Junior,Full-time,2022-07-21,Female,26-35
EMP01476,Customer Service,Junior,Full-time,2022-07-30,Female,26-35
EMP01477,Finance,Junior,Full-time,2021-07-14,Non-binary,26-35
EMP01478,Legal,Manager,Temporary,2022-02-19,Female,26-35
EMP01479,Operations,Mid,Full-time,2021-11-12,Male,26-35
EMP01480,HR,Junior,Full-time,2022-08-03,Female,46-55
EMP01481,Customer Service,Senior,Full-time,2021-12-23,Male,36-45
EMP01482,IT,Junior,Full-time,2022-03-11,Female,36-45
EMP01483,Finance,Senior,Full-time,2022-11-24,Female,36-45
EMP01484,HR,Junior,Full-time,2022-11-29,Non-binary,46-55
EMP01485,Operations,Lead,Full-time,2021-01-13,Female,26-35
EMP01486,Operations,Mid,Full-time,2022-08-24,Female,26-35
EMP01487,Marketing,Senior,Full-time,2022-03-14,Non-binary,36-45
EMP01488,Marketing,Senior,Part-time,2022-01-27,Non-binary,46-55
EMP01489,Sales,Lead,Full-time,2021-04-22,Male,56+
EMP01490,Marketing,Junior,Full-time,2022-02-12,Female,18-25
EMP01491,Legal,Mid,Full-time,2021-03-13,Non-binary,26-35
EMP01492,Sales,Junior,Full-time,2021-06-30,Female,26-35
EMP01493,Customer Service,Senior,Full-time,2021-04-23,Male,18-25
EMP01494,IT,Junior,Contract,2021-07-07,Female,26-35
EMP01495,Operations,Lead,Full-time,2022-10-02,Female,18-25
EMP01496,Marketing,Junior,Full-time,2021-05-08,Male,26-35
EMP01497,Operations,Junior,Full-time,2022-11-20,Male,36-45
EMP01498,Operations,Junior,Part-time,2021-02-12,Female,36-45
EMP01499,Customer Service,Mid,Full-time,2021-09-30,Female,26-35
EMP01500,Sales,Director,Part-time,2022-11-30,Female,36-45
EMP01501,Finance,Director,Contract,2022-01-23,Male,18-25
EMP01502,Legal,Senior,Contract,2022-12-17,Male,18-25
EMP01503,Marketing,Manager,Part-time,2021-05-06,Male,26-35
EMP01504,Customer Service,Mid,Full-time,2022-09-26,Male,56+
EMP01505,Finance,Senior,Contract,2021-11-26,Non-binary,26-35
EMP01506,IT,Senior,Full-time,2022-03-31,Non-binary,46-55
EMP01507,Legal,Manager,Contract,2021-12-23,Female,56+
EMP01508,Operations,Senior,Full-time,2022-12-18,Male,36-45
EMP01509,Finance,Junior,Part-time,2022-06-17,Female,46-55
EMP01510,Customer Service,Junior,Full-time,2022-07-16,Male,26-35
EMP01511,IT,Junior,Full-time,2022-07-08,Non-binary,36-45
EMP01512,Legal,Director,Full-time,2021-04-19,Female,56+
EMP01513,IT,Senior,Full-time,2021-10-15,Non-binary,18-25
EMP01514,Customer Service,Junior,Full-time,2021-05-20,Male,56+
EMP01515,Operations,Senior,Full-time,2022-09-08,Non-binary,36-45
EMP01516,Legal,Lead,Full-time,2022-01-26,Male,26-35
EMP01517,Operations,Mid,Full-time,2021-04-25,Male,36-45
EMP01518,Sales,Junior,Full-time,2021-04-29,Female,36-45
EMP01519,Marketing,Junior,Full-time,2021-01-02,Female,56+
EMP01520,Sales,Lead,Contract,2021-11-24,Male,36-45
EMP01521,IT,Junior,Full-time,2022-09-09,Female,26-35
EMP01522,IT,Mid,Full-time,2021-10-31,Non-binary,26-35
EMP01523,Finance,Senior,Full-time,2022-11-13,Non-binary,18-25
EMP01524,Customer Service,Senior,Full-time,2022-12-25,Female,36-45
EMP01525,Finance,Director,Full-time,2022-01-21,Non-binary,26-35
EMP01526,Finance,Manager,Part-time,2021-08-19,Female,36-45
EMP01527,HR,Director,Full-time,2021-11-03,Female,26-35
EMP01528,Sales,Lead,Full-time,2022-04-30,Non-binary,36-45
EMP01529,IT,Senior,Full-time,2021-10-17,Male,18-25
EMP01530,Finance,Lead,Part-time,2022-08-18,Female,36-45
EMP01531,HR,Mid,Full-time,2022-08-15,Male,26-35
EMP01532,Finance,Mid,Contract,2021-07-20,Male,36-45
EMP01533,Legal,Manager,Full-time,2021-06-01,Male,56+
EMP01534,Sales,Director,Full-time,2021-04-09,Male,18-25
EMP01535,Sales,Senior,Temporary,2022-06-12,Non-binary,36-45
EMP01536,Finance,Junior,Full-time,2021-09-08,Female,36-45
EMP01537,Legal,Lead,Temporary,2021-06-26,Non-binary,36-45
EMP01538,Legal,Junior,Full-time,2022-04-20,Female,18-25
EMP01539,Operations,Junior,Full-time,2021-04-30,Non-binary,26-35
EMP01540,Customer Service,Junior,Part-time,2022-08-24,Non-binary,26-35
EMP01541,Legal,Junior,Full-time,2022-05-11,Female,18-25
EMP01542,HR,Mid,Part-time,2022-07-05,Female,36-45
EMP01543,Customer Service,Junior,Part-time,2022-07-04,Non-binary,36-45
EMP01544,Operations,Lead,Full-time,2022-10-30,Non-binary,46-55
EMP01545,HR,Junior,Full-time,2021-07-05,Female,18-25
EMP01546,IT,Senior,Full-time,2021-05-12,Female,46-55
EMP01547,Operations,Director,Full-time,2021-02-05,Female,56+
EMP01548,Legal,Director,Full-time,2021-06-25,Male,26-35
EMP01549,Marketing,Senior,Full-time,2022-06-16,Non-binary,26-35
EMP01550,Sales,Senior,Full-time,2021-11-17,Non-binary,18-25
EMP01551,IT,Junior,Full-time,2021-02-15,Male,56+
EMP01552,IT,Senior,Full-time,2022-09-09,Non-binary,36-45
EMP01553,Marketing,Junior,Full-time,2021-03-18,Male,26-35
EMP01554,Marketing,Senior,Contract,2021-03-27,Male,36-45
EMP01555,Marketing,Director,Full-time,2021-03-14,Male,36-45
EMP01556,HR,Mid,Full-time,2022-08-01,Female,26-35
EMP01557,IT,Junior,Full-time,2022-09-11,Male,36-45
EMP01558,Operations,Mid,Full-time,2022-02-21,Female,46-55
EMP01559,IT,Junior,Full-time,2021-05-30,Male,26-35
EMP01560,Operations,Junior,Part-time,2021-04-18,Female,36-45
EMP01561,Operations,Mid,Part-time,2022-05-17,Female,36-45
EMP01562,Operations,Manager,Full-time,2022-09-15,Female,26-35
EMP01563,Legal,Mid,Full-time,2022-11-26,Male,36-45
EMP01564,HR,Senior,Full-time,2023-01-01,Non-binary,36-45
EMP01565,Sales,Senior,Full-time,2021-02-24,Non-binary,26-35
EMP01566,HR,Mid,Full-time,2022-04-14,Female,36-45
EMP01567,Legal,Mid,Part-time,2021-10-10,Male,26-35
EMP01568,Marketing,Mid,Full-time,2021-03-31,Male,36-45
EMP01569,IT,Manager,Full-time,2021-03-20,Male,18-25
EMP01570,Customer Service,Lead,Full-time,2021-10-20,Female,36-45
EMP01571,Customer Service,Mid,Full-time,2021-05-20,Non-binary,46-55
EMP01572,Operations,Mid,Full-time,2022-12-16,Non-binary,18-25
EMP01573,Sales,Junior,Part-time,2022-03-12,Non-binary,36-45
EMP01574,Customer Service,Manager,Full-time,2021-02-13,Non-binary,56+
EMP01575,Operations,Mid,Full-time,2021-06-29,Female,56+
EMP01576,Customer Service,Mid,Full-time,2022-03-09,Male,26-35
EMP01577,IT,Lead,Contract,2022-11-27,Male,26-35
EMP01578,Marketing,Junior,Full-time,2022-05-10,Non-binary,36-45
EMP01579,Marketing,Manager,Temporary,2021-08-11,Non-binary,46-55
EMP01580,Customer Service,Manager,Part-time,2021-02-06,Male,26-35
EMP01581,Customer Service,Mid,Full-time,2022-09-23,Male,26-35
EMP01582,Legal,Mid,Full-time,2021-07-10,Female,26-35
EMP01583,HR,Mid,Contract,2022-06-26,Male,26-35
EMP01584,Marketing,Junior,Full-time,2022-11-04,Female,26-35
EMP01585,Marketing,Junior,Full-time,2021-07-06,Female,26-35
EMP01586,Legal,Junior,Contract,2021-12-29,Non-binary,26-35
EMP01587,Marketing,Junior,Full-time,2021-07-14,Non-binary,26-35
EMP01588,HR,Senior,Contract,2021-02-02,Non-binary,56+
EMP01589,Legal,Mid,Full-time,2021-05-02,Non-binary,36-45
EMP01590,Legal,Mid,Contract,2021-11-29,Female,18-25
EMP01591,Finance,Junior,Full-time,2021-04-21,Male,46-55
EMP01592,Finance,Senior,Full-time,2021-08-31,Non-binary,36-45
EMP01593,Customer Service,Junior,Full-time,2022-03-21,Female,26-35
EMP01594,HR,Junior,Part-time,2021-06-06,Female,56+
EMP01595,Legal,Junior,Part-time,2021-09-11,Male,36-45
EMP01596,HR,Junior,Contract,2022-05-30,Non-binary,36-45
EMP01597,Operations,Junior,Full-time,2021-08-23,Male,56+
EMP01598,Finance,Senior,Full-time,2022-03-13,Male,26-35
EMP01599,Marketing,Senior,Temporary,2022-06-22,Male,26-35
EMP01600,Finance,Mid,Full-time,2022-05-06,Female,18-25
EMP01601,Marketing,Manager,Part-time,2022-01-08,Male,26-35
EMP01602,HR,Junior,Full-time,2021-02-18,Non-binary,26-35
EMP01603,Customer Service,Junior,Full-time,2021-10-20,Female,26-35
EMP01604,Sales,Mid,Full-time,2022-05-19,Non-binary,18-25
EMP01605,HR,Mid,Part-time,2022-07-20,Female,36-45
EMP01606,Sales,Junior,Full-time,2022-08-27,Non-binary,26-35
EMP01607,HR,Senior,Full-time,2021-04-19,Male,36-45
EMP01608,IT,Junior,Full-time,2022-11-02,Male,18-25
EMP01609,Sales,Mid,Full-time,2022-07-14,Male,36-45
EMP01610,Finance,Junior,Full-time,2021-06-07,Non-binary,26-35
EMP01611,Sales,Manager,Full-time,2022-07-28,Non-binary,18-25
EMP01612,Operations,Mid,Full-time,2022-03-23,Non-binary,46-55
EMP01613,Marketing,Senior,Full-time,2021-06-20,Male,56+
EMP01614,IT,Senior,Full-time,2021-03-04,Non-binary,36-45
EMP01615,Operations,Junior,Part-time,2022-06-10,Female,36-45
EMP01616,Legal,Senior,Full-time,2022-02-04,Male,26-35
EMP01617,Finance,Manager,Part-time,2021-08-12,Female,36-45
EMP01618,Marketing,Mid,Full-time,2022-06-22,Non-binary,26-35
EMP01619,HR,Junior,Full-time,2021-05-02,Female,18-25
EMP01620,Marketing,Manager,Full-time,2021-06-01,Male,36-45
EMP01621,IT,Mid,Full-time,2021-09-12,Female,36-45
EMP01622,Sales,Junior,Part-time,2022-01-13,Non-binary,26-35
EMP01623,Legal,Manager,Full-time,2021-05-17,Male,36-45
EMP01624,Sales,Junior,Temporary,2021-01-11,Male,26-35
EMP01625,Operations,Senior,Full-time,2021-01-17,Non-binary,26-35
EMP01626,IT,Lead,Full-time,2022-10-04,Female,26-35
EMP01627,Legal,Junior,Full-time,2022-10-07,Non-binary,26-35
EMP01628,Customer Service,Junior,Full-time,2021-06-01,Male,46-55
EMP01629,IT,Senior,Contract,2021-06-30,Male,36-45
EMP01630,Marketing,Junior,Full-time,2021-01-22,Female,36-45
EMP01631,Operations,Junior,Full-time,2021-07-12,Female,56+
EMP01632,Operations,Senior,Full-time,2022-02-17,Male,36-45
EMP01633,Legal,Junior,Part-time,2022-01-22,Non-binary,56+
EMP01634,IT,Lead,Full-time,2021-05-16,Non-binary,36-45
EMP01635,Operations,Mid,Part-time,2021-01-10,Non-binary,18-25
EMP01636,Customer Service,Lead,Contract,2021-05-23,Male,26-35
EMP01637,HR,Junior,Full-time,2022-05-06,Female,36-45
EMP01638,Finance,Lead,Full-time,2021-05-07,Female,18-25
EMP01639,HR,Junior,Full-time,2022-03-02,Male,26-35
EMP01640,Sales,Senior,Full-time,2021-05-31,Non-binary,26-35
EMP01641,Customer Service,Junior,Full-time,2021-04-26,Male,56+
EMP01642,Sales,Junior,Full-time,2021-10-16,Female,56+
EMP01643,Finance,Senior,Full-time,2021-03-28,Non-binary,26-35
EMP01644,Legal,Junior,Full-time,2021-07-05,Female,36-45
EMP01645,Sales,Manager,Full-time,2021-10-21,Female,36-45
EMP01646,Operations,Lead,Contract,2021-09-29,Male,46-55
